id,version,domain,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
f65bd36db1d8,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Personal Experience,Single Event,,,
aff502c6a853,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Personal Experience,Repeated Experience,,,
2ba001de248c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Personal Experience,Chronic Pattern,,,
98b05a6e705c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Inherited,Maternal Line,,,
d78e0b720235,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Inherited,Paternal Line,,,
6353eb13cca0,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Inherited,Ancestral Pattern,,,
fd6a96fa09a9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Absorbed,From Parent,,,
bc4583580f22,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Absorbed,From Authority Figure,,,
bacd91c70dc0,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Absorbed,From Environment,,,
98d0c4ed7e98,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Shared,Shared with Family Member,,,
a96221d48642,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Shared,Shared with Partner,,,
7ca5437e7c15,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Shared,Shared with Group,,,
cdfa1e114ad3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Prenatal / Early Life,In Utero,,,
454f8670e2cf,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Prenatal / Early Life,Birth Experience,,,
204c86def9eb,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Irritation,Prenatal / Early Life,Early Childhood,,,
101756cf45cd,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Personal Experience,Single Event,,,
301ffbf23b43,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Personal Experience,Repeated Experience,,,
2b1518a70b27,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Personal Experience,Chronic Pattern,,,
b2002fd3c5f1,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Inherited,Maternal Line,,,
169cb3fffe05,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Inherited,Paternal Line,,,
297f91bd0d12,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Inherited,Ancestral Pattern,,,
edbe34af6d54,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Absorbed,From Parent,,,
3c594ab6b2ba,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Absorbed,From Authority Figure,,,
9d472f463def,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Absorbed,From Environment,,,
06b4e560ba03,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Shared,Shared with Family Member,,,
6374e9053ffc,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Shared,Shared with Partner,,,
9ed9ac0a1d9a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Shared,Shared with Group,,,
491514c1649c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Prenatal / Early Life,In Utero,,,
7eb952c17c5b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Prenatal / Early Life,Birth Experience,,,
55da73cd8f19,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Resentment,Prenatal / Early Life,Early Childhood,,,
9c9298b4e3f1,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Personal Experience,Single Event,,,
b41eac623cc9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Personal Experience,Repeated Experience,,,
cd3bf7b55a63,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Personal Experience,Chronic Pattern,,,
cffcefc39951,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Inherited,Maternal Line,,,
6ad37719e01a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Inherited,Paternal Line,,,
5c324976348e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Inherited,Ancestral Pattern,,,
1441202bfbb5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Absorbed,From Parent,,,
76f5a96c27df,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Absorbed,From Authority Figure,,,
33bbea8f9607,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Absorbed,From Environment,,,
a086bfa1c966,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Shared,Shared with Family Member,,,
a674bf32efa2,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Shared,Shared with Partner,,,
79b00a2a6d12,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Shared,Shared with Group,,,
c0e00f56641c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Prenatal / Early Life,In Utero,,,
079a6d9d3ac0,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Prenatal / Early Life,Birth Experience,,,
ba7178b30c2c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Rage,Prenatal / Early Life,Early Childhood,,,
83f1dbba0ae3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Personal Experience,Single Event,,,
8fa435b86c64,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Personal Experience,Repeated Experience,,,
f1061d3b2157,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Personal Experience,Chronic Pattern,,,
a9a1b629278e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Inherited,Maternal Line,,,
a613b2f1f69b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Inherited,Paternal Line,,,
5071e28e9f37,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Inherited,Ancestral Pattern,,,
d170226f6051,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Absorbed,From Parent,,,
33ed67d40aa3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Absorbed,From Authority Figure,,,
d56a32b276b4,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Absorbed,From Environment,,,
a0edfa0d5409,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Shared,Shared with Family Member,,,
14d4d33f2433,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Shared,Shared with Partner,,,
7b018ab1eda4,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Shared,Shared with Group,,,
a64282129a0b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Prenatal / Early Life,In Utero,,,
1a45931fdf08,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Prenatal / Early Life,Birth Experience,,,
4fd21fa36a6a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Indignation,Prenatal / Early Life,Early Childhood,,,
75d5b701c6bf,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Personal Experience,Single Event,,,
2c5e49700f23,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Personal Experience,Repeated Experience,,,
329cf546e843,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Personal Experience,Chronic Pattern,,,
d5e56a85e0bf,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Inherited,Maternal Line,,,
ba9c40618f78,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Inherited,Paternal Line,,,
6e2c0f2a41ec,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Inherited,Ancestral Pattern,,,
2491071e02ec,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Absorbed,From Parent,,,
1bb9fa4bac49,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Absorbed,From Authority Figure,,,
a29f878f3947,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Absorbed,From Environment,,,
7c9a76ba15ef,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Shared,Shared with Family Member,,,
adfb6a17f824,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Shared,Shared with Partner,,,
67e6d22e645a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Shared,Shared with Group,,,
b87e1a45e39c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Prenatal / Early Life,In Utero,,,
0976da6afb66,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Prenatal / Early Life,Birth Experience,,,
5806c2898bc3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Anger,Bitterness,Prenatal / Early Life,Early Childhood,,,
bcdc4ca551c4,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Personal Experience,Single Event,,,
cf4835091b6e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Personal Experience,Repeated Experience,,,
04dfe33ef816,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Personal Experience,Chronic Pattern,,,
704782f0d14d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Inherited,Maternal Line,,,
0bfa478e4301,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Inherited,Paternal Line,,,
5ceeefc777d5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Inherited,Ancestral Pattern,,,
cd0a2dd54001,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Absorbed,From Parent,,,
b35c4f35d6c5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Absorbed,From Authority Figure,,,
b13ecc0ed49b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Absorbed,From Environment,,,
a782fdc420ea,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Shared,Shared with Family Member,,,
22f126fe1cdd,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Shared,Shared with Partner,,,
667e71469627,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Shared,Shared with Group,,,
72c745d751b6,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Prenatal / Early Life,In Utero,,,
a8be737a3f0a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Prenatal / Early Life,Birth Experience,,,
5c1807c792cd,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Disappointment,Prenatal / Early Life,Early Childhood,,,
139d2e9a78b3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Personal Experience,Single Event,,,
cb0e7256670d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Personal Experience,Repeated Experience,,,
7c156d3f5351,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Personal Experience,Chronic Pattern,,,
faff3126218d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Inherited,Maternal Line,,,
617ed232b2fb,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Inherited,Paternal Line,,,
8946a11cf986,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Inherited,Ancestral Pattern,,,
7ed4c5c6e11c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Absorbed,From Parent,,,
d72082bf9787,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Absorbed,From Authority Figure,,,
c4ed4450873e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Absorbed,From Environment,,,
7be1059f9ff2,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Shared,Shared with Family Member,,,
b2e01ed3ca0b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Shared,Shared with Partner,,,
6ef86e66de7e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Shared,Shared with Group,,,
018d4d77d625,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Prenatal / Early Life,In Utero,,,
99a9ee298d9c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Prenatal / Early Life,Birth Experience,,,
6d456f9d8f21,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Loneliness,Prenatal / Early Life,Early Childhood,,,
eaa7a6d5b9f2,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Personal Experience,Single Event,,,
d5b97e7d1f6e,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Personal Experience,Repeated Experience,,,
4515e210cd2b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Personal Experience,Chronic Pattern,,,
4bddc3880c29,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Inherited,Maternal Line,,,
cfb2efdd0bd9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Inherited,Paternal Line,,,
d42e9e366276,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Inherited,Ancestral Pattern,,,
82252e62e236,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Absorbed,From Parent,,,
ebd4c30bb935,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Absorbed,From Authority Figure,,,
92016fbf8f3d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Absorbed,From Environment,,,
24376326661b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Shared,Shared with Family Member,,,
417a743b8976,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Shared,Shared with Partner,,,
7a412945b0ab,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Shared,Shared with Group,,,
6441ad7fd661,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Prenatal / Early Life,In Utero,,,
6d18973bd58a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Prenatal / Early Life,Birth Experience,,,
00badb05c40a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Grief,Prenatal / Early Life,Early Childhood,,,
9409e349ace3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Personal Experience,Single Event,,,
7c8b294da14d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Personal Experience,Repeated Experience,,,
03668c6bc865,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Personal Experience,Chronic Pattern,,,
3205019adc04,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Inherited,Maternal Line,,,
50330b026557,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Inherited,Paternal Line,,,
606e851b6399,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Inherited,Ancestral Pattern,,,
54d1f0df984d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Absorbed,From Parent,,,
7b9e15c22ccf,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Absorbed,From Authority Figure,,,
a447c681cb3c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Absorbed,From Environment,,,
993be86268e5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Shared,Shared with Family Member,,,
7311de551250,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Shared,Shared with Partner,,,
acf1f9d3f4bf,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Shared,Shared with Group,,,
e25b587b731d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Prenatal / Early Life,In Utero,,,
cabbb050804f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Prenatal / Early Life,Birth Experience,,,
6c7d00e78ea3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Hopelessness,Prenatal / Early Life,Early Childhood,,,
7ebbbafbcb22,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Personal Experience,Single Event,,,
80f3b9ecc8ae,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Personal Experience,Repeated Experience,,,
0f8c39d0d16f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Personal Experience,Chronic Pattern,,,
a9c9f346c775,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Inherited,Maternal Line,,,
28ced3e30e89,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Inherited,Paternal Line,,,
66169c74fc95,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Inherited,Ancestral Pattern,,,
a74bbdc419b2,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Absorbed,From Parent,,,
16e62723e656,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Absorbed,From Authority Figure,,,
01a032ba720a,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Absorbed,From Environment,,,
ed1c08323754,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Shared,Shared with Family Member,,,
bace4ba77eec,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Shared,Shared with Partner,,,
37d395692e29,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Shared,Shared with Group,,,
a5c6cffb6ea1,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Prenatal / Early Life,In Utero,,,
a33d952c09b0,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Prenatal / Early Life,Birth Experience,,,
01c0b25307d7,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Sadness,Despair,Prenatal / Early Life,Early Childhood,,,
2d8780783048,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Personal Experience,Single Event,,,
f72cb67a3daa,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Personal Experience,Repeated Experience,,,
1b027859e2c7,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Personal Experience,Chronic Pattern,,,
5f8c2f262ef3,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Inherited,Maternal Line,,,
8d1ed7fd9347,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Inherited,Paternal Line,,,
98e494556546,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Inherited,Ancestral Pattern,,,
9dff830f6db5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Absorbed,From Parent,,,
dfef2345227d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Absorbed,From Authority Figure,,,
84ae0ed69b7d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Absorbed,From Environment,,,
c3aac7d73f9b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Shared,Shared with Family Member,,,
f34d58d3fdb9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Shared,Shared with Partner,,,
dd783e5f9757,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Shared,Shared with Group,,,
2c4b0ecf59c7,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Prenatal / Early Life,In Utero,,,
8606f9e277af,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Prenatal / Early Life,Birth Experience,,,
780b5ef56b01,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Embarrassment,Prenatal / Early Life,Early Childhood,,,
47c482604955,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Personal Experience,Single Event,,,
a75d8f8163c7,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Personal Experience,Repeated Experience,,,
409aae3a00ef,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Personal Experience,Chronic Pattern,,,
4b929bddbca4,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Inherited,Maternal Line,,,
c3df09d6b0ae,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Inherited,Paternal Line,,,
c0cd445713e6,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Inherited,Ancestral Pattern,,,
e80fb59dd97f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Absorbed,From Parent,,,
c610c8e96101,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Absorbed,From Authority Figure,,,
51f0306a2bc8,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Absorbed,From Environment,,,
4c3b383d9f94,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Shared,Shared with Family Member,,,
bbdb7baafb22,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Shared,Shared with Partner,,,
44a138bb409b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Shared,Shared with Group,,,
ec6a3d5b43c4,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Prenatal / Early Life,In Utero,,,
eb0f0d5cac9d,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Prenatal / Early Life,Birth Experience,,,
5eda2214f5f9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Unworthiness,Prenatal / Early Life,Early Childhood,,,
a363a7ebbfa9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Personal Experience,Single Event,,,
8ecfdce9fd0f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Personal Experience,Repeated Experience,,,
f7b110f553c2,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Personal Experience,Chronic Pattern,,,
d53bf549d360,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Inherited,Maternal Line,,,
ae2e67b639ee,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Inherited,Paternal Line,,,
6b53d88cc20b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Inherited,Ancestral Pattern,,,
c16113d1b09f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Absorbed,From Parent,,,
857c4444925b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Absorbed,From Authority Figure,,,
660c1eb9e79f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Absorbed,From Environment,,,
44f01832b79f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Shared,Shared with Family Member,,,
703aed07e1d5,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Shared,Shared with Partner,,,
2c4d84cda1ff,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Shared,Shared with Group,,,
85f38015cfcc,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Prenatal / Early Life,In Utero,,,
affe15adcd6f,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Prenatal / Early Life,Birth Experience,,,
81675736032b,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Humiliation,Prenatal / Early Life,Early Childhood,,,
c403c07fa38c,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Personal Experience,Single Event,,,
17394da5ac24,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Personal Experience,Repeated Experience,,,
a7173e5242d1,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Personal Experience,Chronic Pattern,,,
23e01354d1a1,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Inherited,Maternal Line,,,
fa06ca1cfabc,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Inherited,Paternal Line,,,
0cb2de57b1d8,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Inherited,Ancestral Pattern,,,
9980f422acd9,v1.0,Emotional / Relational,Emotional / Relational,Suppressed Emotion,Shame,Self-Loathing,Absorbed,From Parent,,,
